Id,Category
2997,1
2998,1
2999,1
3000,3
3001,2
3002,1
3003,1
3004,1
3005,1
3006,2
3007,1
3008,1
3009,2
3010,1
3011,3
3012,1
3013,2
3014,1
3015,1
3016,1
3017,2
3018,1
3019,1
3020,1
3021,2
3022,1
3023,1
3024,1
3025,2
3026,2
3027,1
3028,1
3029,2
3030,1
3031,1
3032,2
3033,4
3034,2
3035,1
3036,1
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,2
3045,1
3046,3
3047,1
3048,2
3049,1
3050,1
3051,1
3052,1
3053,3
3054,1
3055,2
3056,1
3057,1
3058,1
3059,1
3060,3
3061,0
3062,1
3063,1
3064,1
3065,1
3066,1
3067,1
3068,1
3069,1
3070,1
3071,2
3072,2
3073,1
3074,1
3075,1
3076,1
3077,1
3078,1
3079,2
3080,1
3081,2
3082,1
3083,1
3084,1
3085,1
3086,3
3087,1
3088,1
3089,3
3090,2
3091,1
3092,2
3093,1
3094,1
3095,1
3096,1
3097,2
3098,2
3099,4
3100,1
3101,3
3102,3
3103,1
3104,3
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3111,1
3112,1
3113,1
3114,3
3115,2
3116,1
3117,1
3118,3
3119,1
3120,1
3121,1
3122,1
3123,2
3124,1
3125,1
3126,1
3127,1
3128,1
3129,1
3130,1
3131,1
3132,1
3133,1
3134,3
3135,1
3136,1
3137,1
3138,2
3139,1
3140,1
3141,2
3142,1
3143,1
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,2
3152,2
3153,1
3154,2
3155,3
3156,1
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,3
3164,1
3165,1
3166,1
3167,1
3168,1
3169,1
3170,2
3171,1
3172,2
3173,1
3174,1
3175,1
3176,1
3177,1
3178,1
3179,1
3180,3
3181,1
3182,2
3183,1
3184,3
3185,1
3186,1
3187,1
3188,1
3189,1
3190,2
3191,3
3192,1
3193,1
3194,1
3195,1
3196,1
3197,2
3198,1
3199,1
3200,1
3201,4
3202,1
3203,1
3204,1
3205,1
3206,2
3207,2
3208,1
3209,1
3210,2
3211,1
3212,2
3213,1
3214,2
3215,1
3216,1
3217,1
3218,2
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,4
3227,1
3228,1
3229,2
3230,1
3231,2
3232,1
3233,3
3234,1
3235,1
3236,1
3237,3
3238,1
3239,2
3240,1
3241,1
3242,1
3243,1
3244,2
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,2
3260,1
3261,1
3262,1
3263,1
3264,2
3265,2
3266,2
3267,1
3268,2
3269,1
3270,1
3271,1
3272,1
3273,2
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
3287,1
3288,1
3289,1
3290,2
3291,1
3292,1
3293,1
3294,2
3295,3
3296,1
3297,3
3298,1
3299,3
3300,1
3301,1
3302,2
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,1
3312,1
3313,1
3314,2
3315,1
3316,1
3317,1
3318,1
3319,1
3320,1
3321,1
3322,1
3323,3
3324,2
3325,1
3326,1
3327,2
3328,1
3329,4
3330,1
3331,2
3332,1
3333,1
3334,1
3335,1
3336,1
3337,3
3338,1
3339,1
3340,1
3341,1
3342,1
3343,2
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,2
3351,1
3352,1
3353,3
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,1
3366,1
3367,2
3368,1
3369,2
3370,1
3371,1
3372,1
3373,1
3374,3
3375,1
3376,1
3377,1
3378,1
3379,2
3380,1
3381,1
3382,1
3383,1
3384,1
3385,1
3386,1
3387,2
3388,2
3389,1
3390,1
3391,1
3392,1
3393,1
3394,3
3395,1
3396,1
3397,1
3398,1
3399,3
3400,1
3401,1
3402,1
3403,2
3404,2
3405,1
3406,3
3407,1
3408,2
3409,1
3410,1
3411,1
3412,1
3413,3
3414,1
3415,1
3416,1
3417,1
3418,1
3419,1
3420,1
3421,2
3422,1
3423,1
3424,1
3425,1
3426,1
3427,1
3428,1
3429,1
3430,2
3431,1
3432,2
3433,1
3434,2
3435,1
3436,1
3437,1
3438,1
3439,1
3440,1
3441,3
3442,1
3443,1
3444,1
3445,1
3446,2
3447,1
3448,1
3449,3
3450,1
3451,1
3452,1
3453,1
3454,1
3455,1
3456,1
3457,1
3458,1
3459,2
3460,2
3461,1
3462,1
3463,3
3464,2
3465,1
3466,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,2
3476,1
3477,1
3478,2
3479,2
3480,1
3481,3
3482,1
3483,1
3484,1
3485,1
3486,1
3487,2
3488,1
3489,3
3490,1
3491,1
3492,1
3493,3
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,3
3502,1
3503,1
3504,1
3505,3
3506,1
3507,1
3508,1
3509,1
3510,2
3511,1
3512,1
3513,1
3514,3
3515,1
3516,2
3517,1
3518,1
3519,2
3520,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,1
3529,2
3530,1
3531,1
3532,2
3533,1
3534,1
3535,1
3536,1
3537,1
3538,2
3539,1
3540,2
3541,1
3542,3
3543,1
3544,1
3545,2
3546,1
3547,1
3548,2
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,2
3556,1
3557,1
3558,1
3559,1
3560,3
3561,1
3562,1
3563,1
3564,2
3565,3
3566,1
3567,3
3568,1
3569,1
3570,1
3571,2
3572,1
3573,1
3574,1
3575,4
3576,1
3577,1
3578,2
3579,2
3580,1
3581,2
3582,1
3583,2
3584,1
3585,1
3586,1
3587,2
3588,2
3589,1
3590,1
3591,1
3592,3
3593,1
3594,2
3595,4
3596,1
3597,1
3598,1
3599,1
3600,1
3601,1
3602,1
3603,2
3604,1
3605,1
3606,2
3607,3
3608,1
3609,1
3610,1
3611,1
3612,1
3613,1
3614,1
3615,2
3616,1
3617,1
3618,1
3619,1
3620,1
3621,1
3622,3
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,2
3633,2
3634,1
3635,3
3636,1
3637,1
3638,1
3639,2
3640,1
3641,1
3642,1
3643,2
3644,3
3645,1
3646,1
3647,3
3648,1
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,1
3656,2
3657,2
3658,1
3659,1
3660,1
3661,1
3662,3
3663,3
3664,1
3665,1
3666,1
3667,1
3668,2
3669,1
3670,3
3671,2
3672,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,1
3681,2
3682,3
3683,1
3684,3
3685,1
3686,1
3687,3
3688,1
3689,1
3690,1
3691,1
3692,1
3693,2
3694,1
3695,1
3696,3
3697,1
3698,1
3699,1
3700,1
3701,3
3702,1
3703,1
3704,1
3705,2
3706,1
3707,1
3708,1
3709,2
3710,1
3711,1
3712,2
3713,1
3714,1
3715,3
3716,2
3717,1
3718,1
3719,1
3720,1
3721,1
3722,1
3723,3
3724,1
3725,1
3726,1
3727,2
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,2
3737,2
3738,1
3739,1
3740,1
3741,2
3742,1
3743,1
3744,4
3745,2
3746,1
3747,2
3748,3
3749,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3757,3
3758,3
3759,1
3760,2
3761,1
3762,1
3763,1
3764,1
3765,1
3766,1
3767,3
3768,1
3769,1
3770,1
3771,1
3772,1
3773,1
3774,2
3775,1
3776,1
3777,1
3778,1
3779,2
3780,1
3781,3
3782,1
3783,1
3784,1
3785,1
3786,1
3787,2
3788,2
3789,1
3790,1
3791,1
3792,3
3793,1
3794,1
3795,1
3796,1
3797,1
3798,2
3799,1
3800,1
3801,2
3802,1
3803,1
3804,1
3805,1
3806,1
3807,2
3808,1
3809,2
3810,2
3811,2
3812,1
3813,2
3814,1
3815,1
3816,2
3817,1
3818,3
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,3
3829,1
3830,1
3831,1
3832,2
3833,1
3834,1
3835,1
3836,2
3837,2
3838,1
3839,1
3840,1
3841,1
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,2
3851,1
3852,1
3853,3
3854,2
3855,1
3856,1
3857,2
3858,1
3859,2
3860,1
3861,1
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,1
3873,1
3874,1
3875,1
3876,2
3877,2
3878,2
3879,1
3880,1
3881,1
3882,2
3883,1
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,2
3893,1
3894,2
3895,1
3896,1
3897,1
3898,1
3899,2
3900,2
3901,2
3902,2
3903,1
3904,1
3905,3
3906,1
3907,3
3908,1
3909,3
3910,1
3911,2
3912,3
3913,1
3914,1
3915,2
3916,1
3917,1
3918,1
3919,1
3920,3
3921,2
3922,1
3923,1
3924,2
3925,3
3926,2
3927,1
3928,2
3929,3
3930,1
3931,1
3932,1
3933,1
3934,1
3935,3
3936,1
3937,1
3938,1
3939,1
3940,4
3941,1
3942,0
3943,1
3944,1
3945,4
3946,1
3947,3
3948,1
3949,3
3950,1
3951,1
3952,1
3953,3
3954,3
3955,0
3956,1
3957,1
3958,1
3959,3
3960,2
3961,1
3962,2
3963,1
3964,2
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,1
3973,1
3974,1
3975,1
3976,1
3977,2
3978,1
3979,2
3980,3
3981,3
3982,1
3983,1
3984,1
3985,1
3986,1
3987,1
3988,1
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,2
3997,3
3998,3
3999,1
4000,2
4001,2
4002,1
4003,1
4004,2
4005,1
4006,1
4007,1
4008,1
4009,1
4010,2
4011,1
4012,1
4013,1
4014,1
4015,1
4016,2
4017,1
4018,1
4019,1
4020,2
4021,1
4022,1
4023,1
4024,0
4025,1
4026,1
4027,1
4028,1
4029,1
4030,1
4031,2
4032,1
4033,1
4034,3
4035,1
4036,1
4037,1
4038,1
4039,1
4040,0
4041,1
4042,1
4043,1
4044,2
4045,1
4046,1
4047,2
4048,1
4049,2
4050,1
4051,1
4052,1
4053,2
4054,3
4055,3
4056,1
4057,2
4058,1
4059,1
4060,3
4061,1
4062,1
4063,1
4064,1
4065,1
4066,1
4067,1
4068,1
4069,1
4070,2
4071,1
4072,1
4073,1
4074,2
4075,2
4076,1
4077,1
4078,1
4079,3
4080,1
4081,2
4082,2
4083,3
4084,1
4085,2
4086,1
4087,1
4088,1
4089,2
4090,1
4091,1
4092,1
4093,1
4094,1
4095,2
4096,1
4097,1
4098,1
4099,2
4100,1
4101,1
4102,1
4103,2
4104,1
4105,1
4106,1
4107,1
4108,1
4109,1
4110,1
4111,1
4112,1
4113,3
4114,2
4115,2
4116,1
4117,1
4118,1
4119,2
4120,1
4121,3
4122,1
4123,2
4124,2
4125,1
4126,1
4127,1
4128,3
4129,1
4130,3
4131,2
4132,1
4133,2
4134,1
4135,3
4136,1
4137,2
4138,1
4139,1
4140,1
4141,2
4142,1
4143,1
4144,1
4145,2
4146,1
4147,1
4148,1
4149,2
4150,1
4151,1
4152,1
4153,1
4154,1
4155,3
4156,1
4157,1
4158,1
4159,1
4160,1
4161,2
4162,1
4163,1
4164,2
4165,1
4166,1
4167,2
4168,1
4169,2
4170,2
4171,1
4172,2
4173,1
4174,3
4175,2
4176,3
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,2
4185,2
4186,1
4187,1
4188,1
4189,1
4190,2
4191,1
4192,1
4193,1
4194,1
4195,1
4196,3
4197,1
4198,1
4199,1
4200,2
4201,1
4202,1
4203,1
4204,3
4205,2
4206,1
4207,1
4208,1
4209,1
4210,2
4211,1
4212,1
4213,1
4214,1
4215,1
4216,1
4217,1
4218,2
4219,1
4220,1
4221,3
4222,2
4223,1
4224,1
4225,3
4226,1
4227,1
4228,1
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,1
4237,1
4238,2
4239,1
4240,2
4241,1
4242,2
4243,1
4244,1
4245,2
4246,2
4247,1
4248,1
4249,1
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,2
4260,1
4261,1
4262,1
4263,1
4264,1
4265,1
4266,1
4267,1
4268,1
4269,2
4270,2
4271,1
4272,1
4273,1
4274,1
4275,1
4276,3
4277,1
4278,1
4279,1
4280,1
4281,1
4282,3
4283,1
4284,2
4285,3
4286,1
4287,2
4288,1
4289,1
4290,1
4291,2
4292,3
4293,3
4294,2
4295,2
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,1
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,2
4316,1
4317,1
4318,1
4319,1
4320,1
4321,1
4322,1
4323,1
4324,1
4325,1
4326,1
4327,1
4328,3
4329,1
4330,1
4331,1
4332,1
4333,1
4334,1
4335,1
4336,1
4337,1
4338,1
4339,2
4340,1
4341,1
4342,1
4343,1
4344,1
4345,1
4346,1
4347,1
4348,1
4349,1
4350,3
4351,1
4352,1
4353,1
4354,1
4355,1
4356,1
4357,1
4358,1
4359,1
4360,1
4361,1
4362,1
4363,2
4364,2
4365,3
4366,1
4367,3
4368,3
4369,1
4370,2
4371,1
4372,3
4373,2
4374,1
4375,1
4376,1
4377,1
4378,1
4379,2
4380,1
4381,1
4382,2
4383,1
4384,1
4385,1
4386,1
4387,1
4388,2
4389,2
4390,1
4391,1
4392,1
4393,1
4394,2
4395,1
4396,2
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,2
4404,1
4405,1
4406,1
4407,1
4408,3
4409,1
4410,2
4411,1
4412,1
4413,1
4414,1
4415,1
4416,1
4417,2
4418,1
4419,2
4420,1
4421,1
4422,2
4423,1
4424,1
4425,2
4426,1
4427,1
4428,3
4429,1
4430,3
4431,1
4432,1
4433,2
4434,1
4435,2
4436,1
4437,3
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,1
4447,2
4448,1
4449,1
4450,2
4451,1
4452,1
4453,1
4454,1
4455,2
4456,1
4457,1
4458,1
4459,1
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,1
4467,1
4468,1
4469,2
4470,1
4471,1
4472,2
4473,1
4474,1
4475,3
4476,2
4477,2
4478,1
4479,3
4480,1
4481,1
4482,1
4483,1
4484,2
4485,1
4486,1
4487,2
4488,1
4489,2
4490,1
4491,1
4492,1
4493,2
4494,2
4495,1
4496,1
4497,1
4498,2
4499,1
4500,1
4501,2
4502,1
4503,1
4504,1
4505,2
4506,1
4507,1
4508,1
4509,1
4510,2
4511,2
4512,3
4513,1
4514,1
4515,2
4516,1
4517,1
4518,1
4519,2
4520,2
4521,1
4522,3
4523,1
4524,1
4525,1
4526,1
4527,1
4528,1
4529,1
4530,1
4531,1
4532,2
4533,2
4534,1
4535,1
4536,1
4537,1
4538,1
4539,1
4540,1
4541,1
4542,1
4543,3
4544,1
4545,1
4546,1
4547,1
4548,2
4549,1
4550,1
4551,2
4552,2
4553,3
4554,1
4555,1
4556,2
4557,1
4558,1
4559,1
4560,1
4561,1
4562,1
4563,2
4564,1
4565,1
4566,1
4567,2
4568,1
4569,1
4570,1
4571,1
4572,1
4573,1
4574,1
4575,1
4576,1
4577,3
4578,1
4579,1
4580,1
4581,1
4582,1
4583,1
4584,3
4585,1
4586,1
4587,1
4588,1
4589,2
4590,2
4591,1
4592,1
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,1
4600,2
4601,1
4602,1
4603,1
4604,2
4605,1
4606,1
4607,1
4608,1
4609,3
4610,2
4611,1
4612,1
4613,1
4614,1
4615,1
4616,1
4617,1
4618,2
4619,1
4620,1
4621,3
4622,2
4623,1
4624,1
4625,1
4626,1
4627,2
4628,1
4629,1
4630,3
4631,1
4632,1
4633,1
4634,1
4635,2
4636,2
4637,2
4638,1
4639,1
4640,2
4641,2
4642,1
4643,1
4644,1
4645,2
4646,1
4647,2
4648,1
4649,1
4650,1
4651,1
4652,1
4653,2
4654,1
4655,1
4656,1
4657,1
4658,1
4659,1
4660,1
4661,1
4662,1
4663,1
4664,1
4665,0
4666,1
4667,1
4668,1
4669,1
4670,1
4671,1
4672,1
4673,2
4674,3
4675,1
4676,2
4677,1
4678,2
4679,1
4680,1
4681,2
4682,1
4683,2
4684,2
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,1
4692,3
4693,1
4694,1
4695,1
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,1
4703,1
4704,1
4705,2
4706,1
4707,2
4708,1
4709,1
4710,3
4711,1
4712,1
4713,1
4714,1
4715,1
4716,3
4717,1
4718,2
4719,2
4720,1
4721,1
4722,1
4723,1
4724,1
4725,2
4726,1
4727,1
4728,1
4729,1
4730,1
4731,2
4732,1
4733,1
4734,1
4735,1
4736,1
4737,1
4738,1
4739,2
4740,2
4741,1
4742,1
4743,1
4744,1
4745,1
4746,1
4747,1
4748,2
4749,1
4750,1
4751,1
4752,3
4753,1
4754,1
4755,1
4756,2
4757,1
4758,1
4759,3
4760,0
4761,1
4762,1
4763,3
4764,4
4765,1
4766,1
4767,1
4768,1
4769,1
4770,1
4771,3
4772,1
4773,2
4774,1
4775,2
4776,1
4777,1
4778,2
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,2
4788,2
4789,1
4790,1
4791,2
4792,1
4793,1
4794,1
4795,1
4796,1
4797,1
4798,1
4799,1
4800,1
4801,1
4802,2
4803,1
4804,1
4805,1
4806,2
4807,1
4808,1
4809,1
4810,1
4811,1
4812,1
4813,2
4814,1
4815,1
4816,1
4817,1
4818,3
4819,1
4820,2
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,3
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,1
4835,1
4836,1
4837,1
4838,3
4839,1
4840,1
4841,1
4842,1
4843,1
4844,1
4845,1
4846,1
4847,1
4848,1
4849,3
4850,1
4851,2
4852,1
4853,1
4854,1
4855,1
4856,3
4857,1
4858,1
4859,3
4860,3
4861,1
4862,1
4863,1
4864,2
4865,1
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,1
4875,1
4876,1
4877,1
4878,1
4879,1
4880,2
4881,1
4882,1
4883,1
4884,1
4885,1
4886,1
4887,1
4888,1
4889,1
4890,1
4891,2
4892,1
4893,1
4894,1
4895,1
4896,1
4897,1
4898,2
4899,1
4900,2
4901,1
4902,3
4903,1
4904,2
4905,1
4906,2
4907,1
4908,1
4909,1
4910,1
4911,1
4912,3
4913,2
4914,2
4915,2
4916,1
4917,1
4918,2
4919,1
4920,1
4921,2
4922,1
4923,2
4924,1
4925,1
4926,1
4927,1
4928,3
4929,3
4930,1
4931,3
4932,1
4933,1
4934,1
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,3
4948,2
4949,1
4950,1
4951,2
4952,1
4953,1
4954,1
4955,1
4956,2
4957,1
4958,1
4959,1
4960,1
4961,4
4962,2
4963,1
4964,3
4965,1
4966,1
4967,3
4968,1
4969,1
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,2
4978,1
4979,1
4980,1
4981,1
4982,1
4983,1
4984,1
4985,3
4986,1
4987,1
4988,2
4989,1
4990,1
4991,1
4992,3
4993,2
4994,1
4995,2
4996,1
4997,1
4998,1
4999,3
5000,2
5001,1
5002,1
5003,1
5004,2
5005,1
5006,1
5007,1
5008,3
5009,1
5010,1
5011,1
5012,1
5013,1
5014,1
5015,1
5016,4
5017,1
5018,1
5019,1
5020,3
5021,1
5022,3
5023,1
5024,1
5025,2
5026,1
5027,1
5028,1
5029,3
5030,1
5031,2
5032,1
5033,1
5034,1
5035,1
5036,1
5037,1
5038,1
5039,1
5040,1
5041,1
5042,1
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,1
5050,1
5051,1
5052,2
5053,2
5054,1
5055,2
5056,1
5057,1
5058,3
5059,1
5060,1
5061,1
5062,4
5063,1
5064,1
5065,2
5066,1
5067,1
5068,1
5069,1
5070,1
5071,3
5072,1
5073,1
5074,2
5075,2
5076,1
5077,1
5078,1
5079,1
5080,2
5081,2
5082,3
5083,2
5084,1
5085,1
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,2
5093,2
5094,1
5095,1
5096,1
5097,1
5098,2
5099,1
5100,1
5101,3
5102,1
5103,1
5104,1
5105,1
5106,1
5107,2
5108,1
5109,1
5110,1
5111,1
5112,3
5113,1
5114,1
5115,1
5116,2
5117,1
5118,1
5119,1
5120,1
5121,1
5122,1
5123,1
5124,1
5125,1
5126,1
5127,1
5128,1
5129,1
5130,1
5131,1
5132,1
5133,4
5134,1
5135,1
5136,1
5137,2
5138,1
5139,1
5140,1
5141,1
5142,1
5143,1
5144,1
5145,1
5146,1
5147,1
5148,1
5149,1
5150,2
5151,2
5152,2
5153,3
5154,4
5155,1
5156,1
5157,2
5158,1
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,2
5170,1
5171,1
5172,1
5173,1
5174,2
5175,2
5176,1
5177,1
5178,1
5179,1
5180,1
5181,2
5182,1
5183,1
5184,1
5185,3
5186,1
5187,1
5188,1
5189,1
5190,1
5191,3
5192,1
5193,3
5194,1
5195,1
5196,2
5197,1
5198,2
5199,3
5200,1
5201,1
5202,1
5203,3
5204,1
5205,1
5206,2
5207,2
5208,1
5209,1
5210,1
5211,2
5212,1
5213,2
5214,0
5215,1
5216,2
5217,1
5218,1
5219,2
5220,1
5221,1
5222,1
5223,1
5224,1
5225,1
5226,1
5227,1
5228,1
5229,2
5230,1
5231,1
5232,1
5233,1
5234,1
5235,2
5236,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,1
5243,1
5244,2
5245,1
5246,1
5247,2
5248,1
5249,2
5250,1
5251,1
5252,1
5253,1
5254,1
5255,0
5256,1
5257,3
5258,1
5259,1
5260,2
5261,1
5262,1
5263,1
5264,2
5265,1
5266,1
5267,1
5268,2
5269,1
5270,2
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,1
5278,1
5279,2
5280,2
5281,2
5282,2
5283,1
5284,1
5285,1
5286,2
5287,2
5288,1
5289,2
5290,1
5291,1
5292,2
5293,2
5294,1
5295,1
5296,1
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,1
5309,2
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,2
5318,1
5319,2
5320,2
5321,1
5322,1
5323,1
5324,1
5325,3
5326,1
5327,1
5328,1
5329,1
5330,1
5331,1
5332,2
5333,2
5334,3
5335,1
5336,2
5337,1
5338,1
5339,2
5340,1
5341,2
5342,2
5343,1
5344,1
5345,1
5346,1
5347,1
5348,1
5349,2
5350,1
5351,1
5352,1
5353,1
5354,3
5355,1
5356,2
5357,2
5358,2
5359,1
5360,2
5361,2
5362,1
5363,2
5364,1
5365,2
5366,1
5367,1
5368,1
5369,1
5370,1
5371,1
5372,1
5373,1
5374,2
5375,1
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,2
5384,1
5385,1
5386,1
5387,1
5388,1
5389,1
5390,1
5391,1
5392,1
5393,1
5394,3
5395,1
5396,1
5397,1
5398,1
5399,1
5400,1
5401,1
5402,1
5403,1
5404,1
5405,1
5406,1
5407,1
5408,2
5409,1
5410,1
5411,1
5412,1
5413,1
5414,1
5415,1
5416,1
5417,1
5418,1
5419,2
5420,1
5421,3
5422,1
5423,1
5424,2
5425,1
5426,1
5427,1
5428,1
5429,3
5430,2
5431,3
5432,1
5433,2
5434,2
5435,1
5436,1
5437,2
5438,2
5439,1
5440,2
5441,1
5442,1
5443,2
5444,1
5445,2
5446,1
5447,1
5448,2
5449,2
5450,1
5451,1
5452,1
5453,2
5454,2
5455,1
5456,1
5457,1
5458,2
5459,1
5460,1
5461,1
5462,1
5463,2
5464,1
5465,2
5466,1
5467,1
5468,1
5469,1
5470,2
5471,1
5472,2
5473,1
5474,1
5475,2
5476,2
5477,1
5478,1
5479,1
5480,1
5481,1
5482,1
5483,1
5484,1
5485,2
5486,2
5487,2
5488,1
5489,1
5490,2
5491,2
5492,1
5493,1
5494,1
5495,1
5496,1
5497,2
5498,1
5499,1
5500,2
5501,1
5502,1
5503,1
5504,1
5505,1
5506,1
5507,1
5508,1
5509,1
5510,1
5511,1
5512,1
5513,1
5514,1
5515,1
5516,3
5517,3
5518,1
5519,1
5520,1
5521,2
5522,1
5523,1
5524,2
5525,1
5526,1
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,2
5534,1
5535,1
5536,1
5537,1
5538,2
5539,1
5540,1
5541,2
5542,1
5543,2
5544,1
5545,1
5546,1
5547,1
5548,2
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,2
5556,1
5557,1
5558,2
5559,1
5560,2
5561,2
5562,3
5563,1
5564,1
5565,1
5566,4
5567,1
5568,1
5569,2
5570,1
5571,1
5572,2
5573,2
5574,2
5575,1
5576,1
5577,1
5578,1
5579,1
5580,1
5581,1
5582,1
5583,4
5584,1
5585,1
5586,2
5587,1
5588,1
5589,1
5590,1
5591,1
5592,1
5593,1
5594,1
5595,3
5596,1
5597,1
5598,1
5599,1
5600,1
5601,2
5602,4
5603,1
5604,1
5605,1
5606,1
5607,1
5608,2
5609,1
5610,2
5611,1
5612,1
5613,2
5614,1
5615,2
5616,1
5617,1
5618,1
5619,1
5620,1
5621,1
5622,2
5623,1
5624,1
5625,1
5626,1
5627,1
5628,1
5629,2
5630,3
5631,1
5632,1
5633,1
5634,1
5635,1
5636,1
5637,1
5638,1
5639,1
5640,1
5641,3
5642,1
5643,1
5644,1
5645,1
5646,1
5647,1
5648,1
5649,1
5650,1
5651,1
5652,1
5653,1
5654,1
5655,2
5656,1
5657,1
5658,1
5659,1
5660,2
5661,1
5662,2
5663,1
5664,1
5665,1
5666,1
5667,1
5668,1
5669,1
5670,1
5671,1
5672,0
5673,1
5674,1
5675,0
5676,2
5677,1
5678,1
5679,2
5680,1
5681,1
5682,1
5683,1
5684,1
5685,1
5686,3
5687,1
5688,2
5689,3
5690,1
5691,3
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,1
5702,1
5703,2
5704,1
5705,2
5706,2
5707,1
5708,1
5709,1
5710,1
5711,2
5712,2
5713,1
5714,1
5715,1
5716,2
5717,1
5718,1
5719,2
5720,1
5721,1
5722,1
5723,3
5724,1
5725,1
5726,1
5727,1
5728,1
5729,2
5730,2
5731,2
5732,1
5733,1
5734,1
5735,2
5736,1
5737,2
5738,1
5739,1
5740,1
5741,1
5742,1
5743,1
5744,3
5745,1
5746,1
5747,1
5748,2
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,1
5758,2
5759,1
5760,1
5761,2
5762,1
